Set, name,GC02,GC03,GC04,GC05,GC06,GC07,GC08,GC09,GC10,GC11,GC12,DC02,DC03,DC04,DC05,DC06,DC07,DC08,DC09,DC10,DC11,DC12,	Specialty,S1,S2,S3,S4,S5,S6,	SubA, SubB, TagA, TagB,	PriorityS,	PriorityT,OC02,OC03,OC04,OC05,OC06,OC07,OC08,OC09,OC10,OC11,OC12,RO02,RO03,RO04,RO05,RO06,RO07,RO08,RO09,RO10,RO11,RO12,	SetA, TT, Card Rating,oc_prob,total_points,dq_prob,pa_prob,sub_prob,xx_prob,submission,tag_team_save,SubX,SubY,TagX,TagY,DisplayName,Division
SuperSet '83,Wildfire Tommy Rich,OC,DC,OC,DC,OC/TT,OC,DC,OC,DC,OC,OC,B,Reverse,C,B,A,A,A,B,B,A,A,Sleeper,11,10 P/A,10,8*,10,14,"[""2""","""6""]","[""8""","""12""]",3,3,Elbow Smashes 6 P/A,Wildfire Arm Lock 7,Slam Head Into Turnbuckle 9 (xx),Knee To Chest Cavity 7,Top Wrist Lock 6,Fireman Carry 8,Lateral Dropkicks 6,Head Scissors 9,Sleeper (S),Rear Chin Lock 7,Ropes,Slam Into Tv Camera (DQ),N/A,N/A,Spin Under Take Down 8,Shoulder Smash 7,Vertical Body Block 7,Vertical Body Block 7,N/A,N/A,Sleeper (S),Reverse Cradle 10 P/A,SuperSet '83,13.9%,7.9,61.1%,5.214,0.0%,2.6%,0.9%,5.1%,41.7%,41.7%,2,6,8,12,TomRi,Midcard
SuperSet'83,Playboy Buddy Rose,OC,DC,OC,OC/TT,DC,OC,OC,DC,DC,OC,OC,A,Reverse,B,C,B,A,A,A,B,B,A,Bombs Away,10,12,11 P/A,10,12,11 P/A,"[""2""","""6""]","[""2""","""7""]",3,2,Reverse Neck Twist 9,Body Slam Onto Concrete (DQ),Half Boston Crab 7,Wild Forearms 7,Piledriver 10 (xx),Side Head Lock 6,Kick To Kidney Region 6,Flying Elbow Smash 8,Bombs Away (S),Ropes,Illegal Eye Gouge 9,N/A,Bombs Away (S),N/A,Bombs Away (S),Cross Body Block 7,N/A,Shoulder Smash 9,Reverse Backslide 8,N/A,N/A,Throw Out Of Ring (DQ),SuperSet'83,11.1%,7.9,61.1%,5.191,3.5%,1.9%,0.0%,8.5%,41.7%,58.3%,2,6,2,7,BudRo,Midcard
SuperSet '83,Bruno Sammartino,OC,DC,OC/TT,DC,OC,OC,OC,OC,DC,DC,DC,B,A,A,B,A,A,Reverse,C,A,B,A,Bearhug,9*,10*,11 P/A,11,10,9,"[""2""","""3""]","[""8""","""12""]",5,2,Ropes,Boston Crab 5*,Flying Dropkicks 7,Front Face Lock 9 (xx),Power Forearms 8,Hip Rolls 9,Figure-four Armbar 7,Head First Body Slam 8,Bearhug (S),Backbreaker 10*,Arm Drag And Twist 8,N/A,Throw Into Ringside (DQ),Body Block 8,N/A,Bearhug (S),Bearhug (S),Bearhug (S),Bearhug (S),Shoulder Block 6,N/A,N/A,SuperSet '83,8.3%,11.3,66.7%,6.196,0.1%,1.1%,9.6%,7.4%,8.3%,41.7%,2,3,8,12,BrunoSam,Regional Champion\
SuperSet '83,Superfly Jimmy Snuka,OC,DC,DC,OC,OC,OC,OC/TT,DC,DC,OC,OC,B,A,B,Reverse,A,A,A,C,B,B,A,Superfly Death Leap,14,10 P/A,10 P/A,11 P/A,10,12,"[""2""","""4""]","[""2""","""7""]",5,3,Backbreaker 9*,Ropes,Standing Arm Lock 6,Superfly Death Leap (S),Smash To Throat 8 (xx),Uppercut To Face 8,Forearm Smash To Gut 7,Body Slam 8,Kick To Midsection 7,Fijiian Chin Lock 8 P/A,Pumping Toe Hold 8,N/A,Toss Into Crowd (DQ),N/A,Superfly Death Leap (S),Elbow Cut 7,Superfly Death Leap (S),Dropkicks 6,Superfly Death Leap (S),N/A,Reverse Cradle 9 P/A,N/A,SuperSet '83,13.9%,11.1,66.7%,5.983,0.2%,8.3%,1.9%,9.3%,16.7%,58.3%,2,4,2,7,JimSnuk,Regional Champion
SuperSet '83,Ray 'The Crippler' Stevens (NEEDS UPDATE),DC,OC,DC,DC,DC,OC/TT,OC,OC,OC,OC,OC,B,Reverse,A,C,B,A,B,A,A,B,A,Crippling Piledriver,12,12,10,10,9 P/A,15 P/A,"[""2""","""5""]","[""6""","""12""]",4,4,Full Nelson 8,Throw Out Of Ring (DQ),Bombs Away 10,Bite Opponent's Face 7,Slam Into Turnbuckle 8,Choke Against Ropes 7 (xx),Forearm Smashes 6,Crippling Piledriver (S),Chokehold Headlock 5,Body Stomp 10 P/A,Ropes,Kick To Groin 9,Kick To Groin 9,N/A,Bombs Away 7,N/A,Shoulder Smash 6,Piledriver On Concrete (DQ),Elbow To Throat 7,N/A,Bombs Away 10 P/A,N/A,SuperSet '83,16.7%,9.4,63.9%,5.442,3.8%,6.0%,0.0%,10.6%,27.8%,72.2%,2,5,6,12,RayStev,Veteran
SuperSet '83,Ray 'The Crippler' Stevens,DC,OC,DC,DC,DC,OC/TT,OC,OC,OC,OC,OC,B,Reverse,A,C,B,A,B,A,A,B,A,Crippling Piledriver,12,12,10,10,9 P/A,15 P/A,"[""2""","""5""]","[""6""","""12""]",4,3,Full Nelson 8,Throw Out Of Ring (DQ),Bombs Away 10,Bite Opponent's Face 7,Slam Into Turnbuckle 8,Choke Against Ropes 7 (xx),Forearm Smashes 6,Crippling Piledriver (S),Chokehold Headlock 5,Body Stomp 10 P/A,Ropes,Kick To Groin 9,Kick To Groin 9,N/A,Bombs Away 7,N/A,Shoulder Smash 6,Piledriver On Concrete (DQ),Elbow To Throat 7,N/A,Bombs Away 10 P/A,N/A,SuperSet '83,16.7%,9.4,63.9%,5.442,3.8%,6.0%,0.0%,10.6%,27.8%,72.2%,2,5,6,12,RayStev,Veteran
SuperSet '83,Chief Jay Strongbow,OC,DC,DC,OC,DC,OC/TT,OC,DC,OC,OC,OC,B,C,A,A,B,B,A,B,B,Reverse,A,War Dance,10,12 P/A,8,10,10 P/A,15,"[""2""","""7""]","[""2""","""8""]",3,3,Knee Lift 6 (xx),Sleeper 7*,Indian Head Lock 6,Tomahawk Chop 6,Choke With Wampum Belt 8,Double Chop To Throat 6,Knee Lift 5,Kick To Mid Section 8,War Dance (S),Bow And Arrow 7,Ropes,N/A,Sleeper 8*,N/A,Tomahawk Chop 6,Tomahawk Chop 7,Smash To Turnbuckle 8,Tomahawk Chop 7,Tomahawk Chop 6,N/A,N/A,N/A,SuperSet '83,16.7%,7.1,61.1%,4.643,0.0%,1.7%,3.5%,1.7%,58.3%,72.2%,2,7,2,8,JayStrong,Midcard
SuperSet '83,Superstar Destroyer (NEEDS UPDATE),DC,DC,DC,OC,OC,OC,OC,DC,OC/TT,DC,OC,A,Reverse,B,A,B,A,A,C,A,A,B,Superplex,10,9 P/A,11,9 P/A,12,9,"[""2""","""5""]","[""8""","""12""]",3,2,Ropes,Full Nelson 7 (xx),Hammer Lock 6,Kneedrop To Throat 8,Superplex (S),Monkey Flip Into Post 7,Figure Four Armbar 6,Claw To Midsection 8,Slam Into Turnbuckle 7,Extended Thumb Chokehold 6,Shoulder Block 6,Shoulder Block 9,Jump Off Top Rope 10,N/A,Forearm Smash To Jaw 7,Spin Under Take Down 6,Kick To Midsection 6,N/A,N/A,Superplex (S),N/A,Throw Out Of Ring (DQ),SuperSet '83,8.3%,8.3,66.7%,5.467,0.1%,3.1%,0.0%,3.7%,27.8%,41.7%,2,5,8,12,SuperD,Midcard
SuperSet '83,Superstar Destroyer,DC,DC,DC,OC,OC,OC,OC,DC,OC/TT,DC,OC,A,B,B,B,A,A,C,Reverse,B,A,A,Superplex,10,9 P/A,11,9 P/A,12,9,"[""2""","""5""]","[""8""","""12""]",3,2,Ropes,Full Nelson 7 (xx),Hammer Lock 6,Kneedrop To Throat 8,Superplex (S),Monkey Flip Into Post 7,Figure Four Armbar 6,Claw To Midsection 8,Slam Into Turnbuckle 7,Extended Thumb Chokehold 6,Shoulder Block 6,Shoulder Block 9,Jump Off Top Rope 10,N/A,Forearm Smash To Jaw 7,Spin Under Take Down 6,Kick To Midsection 6,N/A,N/A,Superplex (S),N/A,Throw Out Of Ring (DQ),SuperSet '83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SuperD,Midcard
SuperSet '83,Mad Dog Vachon,OC,DC,OC/TT,DC,OC,OC,OC,DC,DC,DC,OC,A,A,Reverse,B,A,A,B,C,B,B,A,Mad Dog Tactics,10,11,12 P/A,10,13,10,"[""2""","""5""]","[""7""","""12""]",4,2,Rake With Foreign Object 7,Bearhug 10*,Leg-clamp To Lung Region 6,Elbow Smash 7,Reverse Head Lock 6,Power Forearm To Neck 8,Plunge Into Ringpost 9,Choke 5 (xx),Mad Dog Tactics (S),Airplane Spin 9,Ropes,N/A,Monkey Flip Into Crowd (DQ),N/A,Shoulder Smash 8,Elbow To Throat 6,Catapult Into Turnbuckle 6,N/A,Spin Under Take Down 7,N/A,Bearhug 10*,N/A,SuperSet '83,8.3%,8.9,58.3%,5.082,0.1%,0.8%,3.3%,6.5%,27.8%,58.3%,2,5,7,12,MDVach,Legend
SuperSet '83,Otto Wanz,OC,DC,OC,DC,OC,OC,OC,DC,OC/TT,DC,DC,A,Reverse,A,B,A,A,C,A,B,B,B,Power Forearms,15 P/A,10,10,10,12 P/A,10,"[""2""","""4""]","[""9""","""12""]",5,2,Ropes,Belly Slam 5 P/A,Reverse Arm Lock 6 (xx),Power Body Slam 7,Win Test Of Strength 8,Head Lock 8,Figure Four Arm Bar 9,Suplex 6,Power Forearms (S),Austrian Head Scissors 10,Kneedrop To Midsection 8,N/A,Shoulder Smash 7 P/A,N/A,Cross Body Block 8,N/A,Shoulder Smash 9,Kick To Rib Cage 7,Throw Into Turnbuckle 6,N/A,N/A,Backdrop 10,SuperSet '83,8.3%,10.6,63.9%,5.636,0.0%,5.4%,0.0%,5.3%,16.7%,27.8%,2,4,9,12,OttoW,Regional Champion
SuperSet '83,Adrian Adonis,OC,OC/TT,DC,DC,OC,OC,OC,DC,DC,OC,OC,B,B,A,Reverse,A,B,B,A,C,A,A,Goodnight Irene,13,11*,12,14*,12,10*,"[""2""","""5""]","[""2""","""7""]",5,1,Half Boston Crab 9*,Hammerlock 9,Goodnight Irene (S),Pelvic Smash 7,Stomp On Face 8,Reverse Armlock 6,Elbow Plunge 6,Double Underhook 9 (xx),Forearms To Pec Region 5,Bodyslam 7 P/A,Ropes,Shoulder Block 7,N/A,Hip Roll 6,Goodnight Irene (S),N/A,Backdrop 7,Goodnight Irene (S),N/A,Bodyblock 9,Goodnight Irene (S),N/A,SuperSet '83,5.6%,10.1,61.1%,5.205,0.0%,3.4%,4.5%,6.8%,27.8%,58.3%,2,5,2,7,AdrAdon,Midcard
SuperSet '83,Bob Armstrong,DC,OC/TT,DC,OC,OC,OC,DC,OC,DC,DC,DC,Reverse,B,C,A,B,A,B,A,A,A,B,Shoulder Smash,12,10 P/A,10 P/A,11,12,11,"[""2""","""6""]","[""2""","""5""]",4,1,Power Slam 9,Lateral Press 8 (xx),Leg Scissors 6,Face Ripper 5,Overhand Wristlock 7,Forearm Smashes 6,Full Arm Whip 8,Piledriver 7,Flying Knee Dive 8,Lateral Guillotine (S),Ropes,Lateral Guillotine (S),Throw Out Of Ring (DQ),N/A,Elbow To Face 10,Shoulder Smash 8,Shoulder Smash 8,Cross Body Block 6,N/A,Concrete Body Slam (DQ),N/A,N/A,SuperSet '83,5.6%,8.4,58.3%,4.732,0.2%,1.1%,0.0%,3.2%,41.7%,27.8%,2,6,2,5,BobArm,Veteran
SuperSet '83,Tony Atlas (NEEDS UPDATE),DC,OC,OC,DC,DC,OC,OC,OC,OC/TT,DC,DC,B,Reverse,A,A,B,A,A,C,B,A,B,Military Press Slam,13,9 P/A,11,12,11 P/A,10 P/A,"[""2""","""4""]","[""2""","""5""]",5,2,Shoulder Smash 9,Slam Into Turnbuckle 6,Power Slam 8 (xx),Side Headlock 6,Dynamite Forearm 9,Atlas Headbutt 8,Piledriver 8,Military Press Slam (S),Bearhug 6,Sleeperhold 9*,Ropes,Sleeperhold 10*,N/A,N/A,Bearhug 8*,N/A,Shoulder Block 7,Shoulder Block 7,Sleeperhold 9*,N/A,Bearhug 10*,N/A,SuperSet '83,8.3%,10.7,63.9%,5.755,0.0%,3.5%,4.1%,5.3%,16.7%,27.8%,2,4,2,5,TonyAt,Midcard
SuperSet '83,Tony Atlas,DC,OC,OC,DC,DC,OC,OC,OC,OC/TT,DC,DC,B,Reverse,A,A,B,A,A,C,B,A,B,Military Press Slam,13,9 P/A,11,12,11 P/A,10 P/A,"[""2""","""4""]","[""2""","""5""]",5,2,Shoulder Smash 9,Slam Into Turnbuckle 6,Power Slam 8 (xx),Side Headlock 6,Dynamite Forearm 9,Atlas Headbutt 8,Piledriver 8,Military Press Slam (S),Bearhug 6,Sleeperhold 8*,Ropes,Sleeperhold 10*,N/A,N/A,Bearhug 8*,N/A,Shoulder Block 7,Shoulder Block 7,Sleeperhold 9*,N/A,Bearhug 10*,N/A,SuperSet '83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TonyAt,Midcard
Superset ‘83,Tully Blanchard,OC,DC,OC,OC,OC/TT,OC,DC,OC,DC,DC,DC,B,Reverse,A,A,A,A,A,B,B,C,B,Flying Elbow Smash,9,10 P/A,11,9,11,10 P/A,"[""2""","""4""]","[""2""","""7""]",5,3,Ropes,Scald With Branding Iron 8,Abdominal Stretch 6*,Head First Body Slam 8,Flying Elbow Smash (S),Forearm Smash 7,Cow Poke 7 (xx),Throw Out Of Ring (DQ),Arm Bar 6,Bronco Buster 8,Cowboy Crunch 9 P/A,Throw Out Of Ring (DQ),Backdrop 5,N/A,Flying Elbow Smash (S),N/A,Bodyblock 6,Bodyblock 7,Hip Rolls 5,N/A,N/A,Shoulder Slam 8,Superset ‘83,13.9%,10.4,63.9%,5.253,7.1%,4.8%,5.3%,8.9%,16.7%,58.3%,2,4,2,7,TullyB,Young Star
SuperSet '83,Killer Brooks (NEEDS UPDATE),OC,OC,OC/TT,DC,OC,DC,OC,DC,OC,OC,OC,B,C,B,Reverse,B,A,A,A,A,A,B,Flying Elbow Smash,9 P/A,15,12,9,10 P/A,14,"[""2""","""5""]","[""2""","""6""]",4,2,Smash With Chair 9,Snap Mare 9,Viscious Eye Rake 7,Flying Elbow Smash (S),Front Facelock 8,Knee To Midsection 6,Forearm Smashes 6,Bite Face And Neck 8 (xx),Facial Manipulations 7,Donkey Kick 5,Ropes,Shoulder Smash 0,N/A,Flying Elbow Smash (S),Shoulder Smash 6,Lariat 5 P/A,Back Body Drop 9,Lariat 9,N/A,N/A,Flying Elbow Smash (S),N/A,SuperSet '83,8.3%,9.1,61.1%,5.277,0.0%,2.6%,0.0%,6.8%,27.8%,41.7%,2,5,2,6,TimBroo,Veteran
SuperSet '83,Killer Brooks,OC,OC,OC/TT,DC,OC,DC,OC,DC,OC,OC,OC,B,C,B,Reverse,B,A,A,A,A,A,B,Flying Elbow Smash,9 P/A,15,12,9,10 P/A,14,"[""2""","""5""]","[""2""","""6""]",4,2,Smash With Chair 9,Snap Mare 9,Viscious Eye Rake 7,Flying Elbow Smash (S),Front Facelock 8,Knee To Midsection 6,Forearm Smashes 6,Bite Face And Neck 8 (xx),Facial Manipulations 7,Donkey Kick 5,Ropes,Shoulder Smash 6,N/A,Flying Elbow Smash (S),Shoulder Smash 6,Lariat 5 P/A,Back Body Drop 9,Lariat 9,N/A,N/A,Flying Elbow Smash (S),N/A,SuperSet '83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TimBroo,Veteran
SuperSet '83,Jumpin' Jim Brunzell,DC,OC,DC,DC,OC,OC,OC/TT,DC,OC,DC,DC,B,A,B,C,A,A,Reverse,B,A,A,B,High Flying Dropkick,13,12,11 P/A,10,9,8,"[""2""","""5""]","[""2""","""7""]",3,3,Step Over Leglock 9*,Boston Crab 9*,High Flying Dropkick (S),Legstretches 5,Spinning Toehold 8,Knee Thrust 7,Arm Drag Take-down 5,Toss Across Ring 8,Ropes,Twisted Leglock 6 (xx),Flying Knee Jolt 9,N/A,Hip Rolls 6,High Flying Dropkick (S),N/A,Arm Drag 6,Flyng Headscissors 8,Monkey Flip 7,High Flying Dropkick (S),Sleeper 7*,N/A,N/A,SuperSet '83,13.9%,7.8,58.3%,5.004,0.0%,1.0%,5.3%,3.2%,27.8%,58.3%,2,5,2,7,JimBrunz,Midcard
SuperSet '83,Dr. Red Fang,OC,DC,OC/TT,DC,OC,OC,OC,OC,DC,DC,DC,B,B,A,A,Reverse,A,C,A,A,B,B,Vampire Lunge,7*,9,8*,10,7,8 P/A,"[""2""","""4""]","[""2""","""6""]",5,2,Throw Out Of Ring (DQ),Arm Bar 6 (xx),Airplane Spin 11,Flying Dropkick 4,Vampire Lunge (S),Reverse Suplex 6,Skull Crusher 8,Spider Web Leglock 9,Transylvanian Piledriver 9 P/A,Flying Elbow Ram 7,Ropes,N/A,Flying Bodypress 0 P/A,Shoulder Smash 7,Cross Body Block 7,Vampire Lunge (S),Flying Body Block 8,Vampire Lunge (S),Leap Off Top Rope 10,N/A,N/A,N/A,SuperSet '83,8.3%,10.8,66.7%,5.708,1.9%,7.3%,3.3%,3.7%,16.7%,41.7%,2,4,2,6,DRedF,Regional Champion
SuperSet '83,Frank Dusek,OC,OC,OC,OC,DC,DC,DC,OC,OC,OC,OC/TT,B,Reverse,A,B,A,B,A,B,A,C,A,Flying Elbow Drop,8,8,10,9,10 P/A,9,"[""2""","""7""]","[""2""","""5""]",3,1,Ropes,Fireman Carry 8,Forearm Slugs 7,Throw Out Of Ring (DQ),Knee To Midsection 6,Illegal Trunk Pull 5,Arm Drag Take-down 6,Neck Twist 5,Turnbuckle Smash 8,Flying Elbow Drop (S),Power Slam 10 (xx),N/A,Flying Elbow Drop (S),Shoulder Slam 8,N/A,N/A,Hip Roll 7,Jump Off Top Rope 6,Kick To Groin 7,Cross Body Block 9,N/A,Throw Thru Ropes (DQ),SuperSet '83,2.8%,6.6,55.6%,4.058,6.2%,0.5%,0.0%,1.5%,58.3%,27.8%,2,7,2,5,FrankDu,Veteran
SuperSet '83,Greg Gagne,OC,DC,OC,DC,DC,OC,OC/TT,DC,OC,OC,DC,B,A,B,Reverse,A,A,C,B,A,A,B,Sleeperhold,8*,12*,10,10,12*,8*,"[""2""","""6""]","[""2""","""7""]",4,3,Flying Body Press 11 P/A,Sleeper Hold (S),Headlock 5 (xx),Pumping Arm Bar 6,Armstretcher 7,High Flying Dropkick 6,Hiptoss Into Post 7,Snap Mare 6,Ropes,Bodyslam 10,Flying Body Press 10,N/A,N/A,Sleeper (S),High Rising Dropkick 8,Flying Head Scissors 9,Arm Drag 6,Flying Body Press 8 P/A,Backdrop 6,N/A,N/A,Sleeperhold (S),SuperSet '83,13.9%,8.4,55.6%,4.709,0.0%,2.2%,2.4%,4.6%,41.7%,58.3%,2,6,2,7,GregGag,Cruiserweight
SuperSet '83,Tony Garea,DC,OC/TT,DC,DC,OC,OC,OC,DC,DC,OC,DC,A,B,A,C,B,A,A,Reverse,B,A,B,Flying Bodypress,10 P/A,10 P/A,10,8,12,11,"[""2""","""6""]","[""2""","""6""]",3,2,Kiwi Krusher 9,Flying Bodypress (S),New Zealand Headscissors 8,Turnbuckle Smash 5,Arm Roll Takedown 8,Forearm Smashes 6,Dropkicks 7,Back Bodydrop 6,Monkey Flip 6 (xx),Sunset Flip 9 P/A,Ropes,N/A,N/A,Backdrop 9,Hip Roll 9,Arm Drag 7,Dropkicks 8,New Zealand Headscissors 7,Flying Bodypress (S),Monkey Flip 9,N/A,N/A,SuperSet '83,5.6%,7.4,55.6%,4.686,0.0%,4.2%,0.0%,4.6%,41.7%,41.7%,2,6,2,6,TonyG,Veteran
SuperSet '83,Rocky Johnson (MISSING CARD),OC,DC,DC,DC,OC,OC,OC,OC/TT,DC,DC,OC,B,B,A,A,A,A,A,Reverse,C,B,B,Lightning Dropkicks,12 P/A,11,13 P/A,13,11,12,"[""2""","""4""]","[""2""","""5""]",4,2,Ropes,Figure 4 Headlock 9*,Lightning Dropkicks (S),Reverse Chinlock 5 (xx),Soulman Powerslam 9,Sunset Flip 8,Snap Mare 6,Double Forearm Clap 7,Right Hand Jab 6,Smash Into Turnbuckle 10,Reverse Cradle 7 P/A,Revrese Cradle 7 P/A,Bodyblock 8,N/A,Monkey Flip 6,Lightning Dropkicks (S),Dropkicks 7,N/A,Shoudler Smash 8,Backdrop 8,N/A,N/A,ClassicSet '83,11.1%,9.5,61.1%,5.509,0.0%,3.5%,3.4%,6.8%,16.7%,27.8%,2,4,2,5,RockyJ,Midcard
SuperSet '83,Junkyard Dog (MISSING CARD),DC,DC,OC,OC/TT,OC,DC,OC,OC,OC,DC,DC,B,B,C,Reverse,A,A,A,A,A,B,B,Power Slam,8 P/A,10,14 P/A,10,12,12,"[""2""","""4""]","[""2""","""4""]",5,2,Ropes,Whip With Dog Chains 10,Leglock 6,Arm Bar And Twist 6 (xx),Sledge Hammer 7,Coco-butt 8,Inverted Suplex 9,Power Slam (S),Ram Into Turnbuckle 7,Canine Chop 5,Half Nelson 10,N/A,Power Slam (S),Power Slam (S),N/A,Lunge Off Top Rope 8,Rolling Arm Bar 7,Leg Dive Take Down 6,Coco-butt 9,N/A,Throw Out Of Ring (DQ),N/A,SuperSet '83,11.1%,10.9,66.7%,5.932,0.1%,2.6%,0.0%,7.4%,16.7%,16.7%,2,4,2,4,JunkYD,Regional Champion
SuperSet '83,Kamala,DC,DC,OC,DC,OC/TT,OC,OC,DC,OC,DC,DC,A,Reverse,A,B,B,B,C,B,A,A,A,Ugandan Nerve Pinch,9,11*,11,10,11,9 P/A,"[""2""","""6""]","[""7""","""12""]",5,3,Ropes,Kamala Claw 6,Bearhug 9,Smash With Chair 9,Ram Into Turnpost 6 (xx),Running Body Smash 8,Pectoral Claw 7,Ugandan Nerve Pinch (S),Throw Out Of Ring (DQ),Forehead Chops 5,Friday And Akbar Ambush 10,Shoulder Block 5,Throw Out Of Ring (DQ),N/A,N/A,Belly Smash 9,Belly Smash 8,Cross Body Block 6,N/A,Ugandan Nerve Pinch (S),N/A,Throw Out Of Ring (DQ),SuperSet '83,13.9%,9.8,61.1%,5.088,5.2%,1.2%,1.2%,8.5%,41.7%,58.3%,2,6,7,12,KamUG,Super Heavyweight
SuperSet '83,Private Kernodle (NEEDS UPDATE),DC,OC,OC,OC/TT,DC,DC,DC,OC,OC,DC,DC,B,C,A,B,A,B,A,A,Reverse,A,B,Twisting Neckbreaker,10*,9,8,10,11*,10 P/A,"[""2""","""5""]","[""7""","""12""]",3,2,Ropes,Bump Buster 8 P/A,Side Headlock 7,Bodyslam 7,Eye Rake 9,Kick To Midsection 8,Full Nelson 6,Knee Drop To Throat 6,Twisting Neckbreaker (S),Slam Into Turnbuckle 7 (xx),Throw Out Of Ring (DQ),Bearhug 8*,N/A,Bodyblock 9,Bodyblock 8,N/A,N/A,Backdrop 7,N/A,Forearm To Midsection 6,Throw Out Of Ring (DQ),N/A,SuperSet '83,11.1%,6.9,44.4%,4.115,1.3%,3.1%,1.3%,2.5%,27.8%,58.3%,2,5,7,12,DonKer,Midcard
SuperSet '83,Private Kernodle,DC,OC,OC,OC/TT,DC,OC,DC,OC,OC,DC,DC,B,C,A,B,A,B,A,A,Reverse,A,B,Twisting Neckbreaker,9 P/A,13,11,12,10 P/A,11,"[""2""","""5""]","[""7""","""12""]",3,2,Ropes,Bump Buster 8 P/A,Side Headlock 7,Bodyslam 7,Eye Rake 9,Kick To Midsection 8,Full Nelson 6,Knee Drop To Throat 6,Twisting Neckbreaker (S),Slam Into Turnbuckle 7 (xx),Throw Out Of Ring (DQ),Bearhug 8*,N/A,Bodyblock 9,Bodyblock 8,N/A,N/A,Backdrop 7,N/A,Forearm To Midsection 6,Throw Out Of Ring (DQ),N/A,SuperSet '83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DonKer,Midcard
SuperSet '83,Ivan Koloff,OC,DC,DC,DC,OC,OC,DC,OC/TT,OC,OC,OC,B,B,Reverse,A,A,B,A,A,A,C,B,Russian Backbreaker,10*,12,14,10,11*,12,"[""2""","""5""]","[""2""","""4""]",5,2,Bodyslam 5 P/A,Slug With Chains 7,Headscissors 7,Russian Backbreaker (S),Two Fisted Backsmash 7 (xx),Choke Against Ropes 6,Bearhug 10,Russian Mig Dive 8,Hammer And Sickle 6*,Rub Face In Ring Mat 6,Ropes,N/A,Wrap With Chains 9,Bearhug 8*,Russian Mig Dive 8 P/A,Slam Into Ropes 7,N/A,Choke Against Ropes 6,N/A,Russian Mig Dive 9,Throw Out Of Ring (DQ),N/A,SuperSet '83,11.1%,10.2,61.1%,5.340,0.1%,1.9%,7.5%,8.5%,27.8%,16.7%,2,5,2,4,IvanKol,Veteran
SuperSet '83,Ernie Ladd,DC,OC,DC,OC,DC,OC,DC,OC,OC,OC/TT,OC,Reverse,C,B,A,A,B,B,A,B,A,A,Neckstretcher,12,9 P/A,9 P/A,11,9,10,"[""2""","""6""]","[""8""","""12""]",4,1,Ropes,Choke Hold 8,Neckstretcher (S),Bandaged Thumb To Throat 8,Foot In Face 5,Flying Leg Smash 6,Elbow Smash 7,Back Suplex 8 (xx),Throw Out Of Ring (DQ),Abdominal Stretch 6*,Bodyslam 9,N/A,Throw Out Of Ring (DQ),Bodyslam To Concrete (DQ),Thumb To Throat 6,Kick To Groin 6,Shoulder Smash 10,Shoulder Smash 10,Shoulder Smash 10,N/A,N/A,N/A,SuperSet '83,5.6%,8.4,61.1%,4.694,5.3%,1.7%,3.4%,6.8%,41.7%,41.7%,2,6,8,12,ErniLad,Veteran
SuperSet '83,Jerry 'King' Lawler,DC,OC,OC,OC,OC/TT,OC,DC,DC,OC,DC,DC,A,B,B,C,A,A,A,Reverse,B,B,A,Piledriver,7,11,9,9 P/A,10,8 P/A,"[""2""","""4""]","[""2""","""6""]",5,3,Suplex 10 P/A,Royal Backbreaker 7*,Arm Bar 8,Abdominal Stretch 6*,Fistdrop 8,Continuous Forearms 7,Inverted Leg Cradle 7,Elbow Smash 9 (xx),Piledriver (S),Kneedrop To Face 6,Ropes,Bodyblock 5,N/A,N/A,Fistdrop 8,Knee To Gut 7,Elbow Smash 6,N/A,N/A,Backdrop 6,Bodyslam 7,N/A,SuperSet '83,13.9%,10.5,63.9%,5.467,0.0%,3.5%,10.6%,7.1%,16.7%,41.7%,2,4,2,6,JerryLaw,Regional Champion
SuperSet '83,Mr. Wrestling II,DC,DC,DC,OC,OC,OC,OC,DC,DC,OC/TT,DC,C,A,B,B,A,B,A,B,A,Reverse,A,Million $ Knee Lift,8 P/A,10,12,11,10,9 P/A,"[""2""","""5""]","[""2""","""5""]",4,1,Ropes,Million $ Knee Lift (S),Side Headlock 9,Front Chancery 6,Side Chinlock 5,Back Body Drop 7,Power Arm Bar 8,Elbow Smash 5,Belly To Back Suplex 10,Pectoral Chop 7 (xx),Bearhug 8*,N/A,Million $ Knee Lift (S),N/A,Bearhug 6,Hip Roll 6,Cross Body Block 7,Shoulder Smash 8,N/A,Million $ Knee Lift (S),Arm Drag 9,N/A,SuperSet '83,5.6%,8.6,61.1%,4.823,0.0%,1.2%,1.7%,3.4%,27.8%,27.8%,2,5,2,5,Wrest2,Veteran
